,all_100,all_101
2632,10.0,4.0
2633,10.0,4.0
2634,7.0,3.0
2635,8.0,4.0
2636,9.0,5.0
2637,9.0,6.0
2638,10.0,10.0
2639,11.0,10.0
2640,12.0,10.0
2641,12.0,11.0
2642,14.0,14.0
2643,14.0,16.0
2644,15.0,18.0
2645,15.0,20.0
2646,15.0,23.0
2647,11.0,18.0
2648,9.0,17.0
2649,8.0,19.0
2650,11.0,18.0
2651,11.0,18.0
2652,10.0,19.0
2653,10.0,16.0
2654,7.0,15.0
2655,9.0,12.0
2656,8.0,9.0
2657,5.0,8.0
2658,3.0,6.0
2659,3.0,7.0
2660,5.0,9.0
2661,6.0,10.0
2662,6.0,11.0
2663,8.0,11.0
2664,8.0,11.0
2665,9.0,12.0
2666,9.0,13.0
2667,10.0,13.0
2668,12.0,15.0
2669,14.0,16.0
2670,16.0,18.0
2671,11.0,14.0
2672,9.0,12.0
2673,9.0,12.0
2674,10.0,12.0
2675,12.0,12.0
2676,11.0,12.0
2677,9.0,11.0
2678,8.0,7.0
2679,6.0,6.0
2680,8.0,4.0
2681,6.0,6.0
2682,3.0,5.0
2683,3.0,8.0
2684,4.0,10.0
2685,7.0,11.0
2686,10.0,13.0
2687,10.0,15.0
2688,12.0,17.0
2689,14.0,19.0
2690,15.0,19.0
2691,18.0,19.0
2692,19.0,21.0
2693,21.0,23.0
2694,23.0,25.0
2695,19.0,21.0
2696,18.0,18.0
2697,19.0,15.0
2698,18.0,15.0
2699,17.0,17.0
2700,13.0,14.0
2701,12.0,11.0
2702,14.0,7.0
2703,11.0,4.0
2704,9.0,1.0
2705,9.0,8.0
2706,6.0,8.0
2707,7.0,9.0
2708,6.0,11.0
2709,6.0,10.0
2710,8.0,11.0
2711,8.0,11.0
2712,9.0,14.0
2713,10.0,14.0
2714,12.0,17.0
2715,14.0,17.0
2716,15.0,17.0
2717,17.0,18.0
2718,17.0,19.0
2719,11.0,16.0
2720,10.0,12.0
2721,12.0,13.0
2722,11.0,15.0
2723,14.0,14.0
2724,12.0,10.0
2725,11.0,7.0
2726,7.0,3.0
2727,6.0,3.0
2728,8.0,3.0
2729,6.0,3.0
2730,6.0,4.0
2731,9.0,6.0
2732,11.0,8.0
2733,12.0,9.0
2734,12.0,8.0
2735,13.0,9.0
2736,15.0,12.0
2737,16.0,14.0
2738,16.0,15.0
2739,16.0,17.0
2740,17.0,17.0
2741,18.0,19.0
2742,19.0,22.0
2743,15.0,19.0
2744,12.0,19.0
2745,12.0,19.0
2746,13.0,17.0
2747,16.0,14.0
2748,11.0,11.0
2749,10.0,8.0
2750,10.0,8.0
2751,9.0,4.0
2752,5.0,5.0
2753,4.0,3.0
2754,2.0,4.0
2755,3.0,4.0
2756,4.0,6.0
2757,6.0,7.0
2758,8.0,8.0
2759,9.0,9.0
2760,9.0,11.0
2761,9.0,15.0
2762,11.0,15.0
2763,12.0,16.0
2764,16.0,19.0
2765,17.0,20.0
2766,18.0,20.0
2767,16.0,15.0
2768,16.0,15.0
2769,16.0,15.0
2770,13.0,13.0
2771,12.0,15.0
2772,11.0,16.0
2773,11.0,13.0
2774,10.0,12.0
2775,5.0,10.0
2776,4.0,6.0
2777,2.0,6.0
2778,2.0,6.0
2779,4.0,7.0
2780,4.0,7.0
2781,5.0,8.0
2782,7.0,8.0
2783,8.0,9.0
2784,11.0,10.0
2785,13.0,11.0
2786,15.0,13.0
2787,15.0,13.0
2788,16.0,13.0
2789,18.0,14.0
2790,18.0,14.0
2791,13.0,10.0
2792,12.0,11.0
2793,12.0,12.0
2794,11.0,8.0
2795,9.0,7.0
2796,9.0,5.0
2797,7.0,6.0
2798,6.0,5.0
2799,6.0,5.0
2800,5.0,3.0
2801,5.0,3.0
2802,7.0,3.0
2803,11.0,4.0
2804,11.0,5.0
2805,13.0,6.0
2806,16.0,7.0
2807,17.0,9.0
2808,17.0,10.0
2809,22.0,11.0
2810,23.0,12.0
2811,23.0,12.0
2812,24.0,14.0
2813,26.0,14.0
2814,26.0,15.0
2815,20.0,13.0
2816,18.0,10.0
2817,17.0,9.0
2818,16.0,8.0
2819,13.0,8.0
2820,13.0,8.0
2821,16.0,9.0
2822,12.0,8.0
2823,9.0,4.0
2824,4.0,3.0
2825,3.0,2.0
2826,2.0,4.0
2827,2.0,4.0
2828,3.0,6.0
2829,5.0,6.0
2830,7.0,7.0
2831,9.0,7.0
2832,11.0,8.0
2833,12.0,8.0
2834,13.0,11.0
2835,16.0,12.0
2836,17.0,13.0
2837,17.0,15.0
2838,20.0,18.0
2839,17.0,14.0
2840,17.0,13.0
2841,18.0,15.0
2842,16.0,18.0
2843,12.0,17.0
2844,11.0,15.0
2845,11.0,14.0
2846,10.0,13.0
2847,9.0,13.0
2848,6.0,8.0
2849,5.0,7.0
2850,7.0,4.0
2851,8.0,6.0
2852,9.0,7.0
2853,9.0,9.0
2854,9.0,9.0
2855,9.0,11.0
2856,10.0,11.0
2857,11.0,12.0
2858,13.0,12.0
2859,13.0,13.0
2860,14.0,14.0
2861,16.0,19.0
2862,17.0,22.0
2863,19.0,22.0
2864,17.0,21.0
2865,14.0,20.0
2866,10.0,20.0
2867,10.0,19.0
2868,12.0,18.0
2869,11.0,18.0
2870,8.0,17.0
2871,6.0,16.0
2872,4.0,13.0
2873,4.0,9.0
2874,4.0,6.0
2875,5.0,6.0
2876,7.0,6.0
2877,10.0,7.0
2878,11.0,
2879,,
